dateTime, battery, fileSize, sleepiness, pressure, lux, heartRate, ppgGreen, ppgRed, ppgIR, saturation, accelerometerZ, accelerometerX, accelerometerY, gyroscopeZ, gyroscopeX, gyroscopeY
2022-05-05T21:25:11-03:00,99.0,0.009653091,0,1021.55054,36.0,129.0,2019962.0,5880166.0,6124314.0,0.0,3.4835634,-1.8004397,9.064447,-0.034208454,0.012217305,0.009773844
2022-05-05T21:25:14-03:00,99.0,0.009815216,0,1021.5366,36.0,129.0,1994998.0,5894566.0,6133512.0,0.0,3.6104562,-1.8962077,8.992621,-0.0036651916,0.004886922,-0.004886922
2022-05-05T21:25:17-03:00,99.0,0.009978294,0,1021.56714,32.0,130.0,2031585.0,5903958.0,6148215.0,0.0,3.9121256,-1.4796166,8.75799,0.021991149,-0.019547688,0.096516706
2022-05-05T21:25:20-03:00,99.0,0.010139465,0,1021.5554,32.0,129.0,2100523.0,5905952.0,6152780.0,0.0,3.9384618,-1.6304513,8.9279785,0.0036651916,-0.002443461,-0.0061086523
2022-05-05T21:25:23-03:00,99.0,0.010304451,0,1021.5647,32.0,135.0,2133720.0,5884832.0,6134203.0,0.0,3.787627,-1.2785037,8.985439,0.008552114,0.015882496,0.0
2022-05-05T21:25:26-03:00,99.0,0.010456085,0,1021.56934,32.0,132.0,2054634.0,5882154.0,6129738.0,0.0,3.7229836,-1.3311762,9.078813,-0.010995574,-0.009773844,0.004886922
2022-05-05T21:25:29-03:00,99.0,0.0106191635,0,1021.5415,36.0,129.0,2022145.0,5885656.0,6130570.0,0.0,3.7205894,-1.283292,8.9998045,0.0036651916,-0.010995574,0.002443461
2022-05-05T21:25:32-03:00,99.0,0.010782242,0,1021.5669,36.0,130.0,2053300.0,5886281.0,6131978.0,0.0,3.7349546,-1.3072342,9.035717,0.02076942,-0.02076942,-0.021991149
2022-05-05T21:25:32-03:00,99.0,0.010942459,0,1021.5593,36.0,128.0,2071135.0,5876324.0,6117613.0,0.0,3.7660792,-1.1563994,9.021352,-0.002443461,-0.007330383,0.0061086523
2022-05-05T21:25:35-03:00,99.0,0.011105537,0,1021.5698,32.0,129.0,2018036.0,5885140.0,6127387.0,0.0,3.8522706,-1.448492,8.973468,-0.0061086523,0.0012217305,0.007330383
2022-05-05T21:25:38-03:00,99.0,0.011267662,0,1021.57715,32.0,127.0,2065765.0,5890107.0,6133319.0,96.0,3.857059,-1.3838485,8.987833,0.004886922,-0.012217305,-0.004886922
2022-05-05T21:25:41-03:00,99.0,0.01143074,0,1021.5757,32.0,127.0,2086951.0,5884931.0,6124468.0,96.0,3.7708676,-1.3455414,8.973468,-0.0061086523,-0.018325957,-0.007330383
2022-05-05T21:25:44-03:00,99.0,0.011594772,0,1021.56836,32.0,127.0,2064059.0,5886563.0,6129411.0,96.0,3.6966474,-1.1875241,8.990228,0.007330383,-0.002443461,0.007330383
2022-05-05T21:25:47-03:00,99.0,0.011757851,0,1021.5498,32.0,127.0,2086091.0,5883075.0,6123866.0,96.0,3.9001546,-1.3958195,8.92319,-0.007330383,-0.007330383,-0.002443461
2022-05-05T21:25:50-03:00,99.0,0.011920929,0,1021.5852,32.0,130.0,2065557.0,5879696.0,6118614.0,96.0,3.857059,-1.5705963,8.947132,0.008552114,-0.004886922,-0.0012217305
2022-05-05T21:25:53-03:00,99.0,0.012084007,0,1021.5818,32.0,133.0,2045455.0,5878839.0,6113900.0,96.0,3.8067808,-1.3479356,8.959103,-0.019547688,0.002443461,0.018325957
2022-05-05T21:25:56-03:00,99.0,0.012246132,0,1021.5654,32.0,135.0,2042333.0,5869918.0,6102181.0,96.0,3.9264908,-1.6927006,8.908825,-0.030543262,0.0012217305,0.007330383
2022-05-05T21:25:59-03:00,99.0,0.01240921,0,1021.6101,32.0,133.0,2018832.0,5777197.0,6054892.0,96.0,6.277597,4.1252093,7.2209125,3.3023374,-0.7012733,2.452013
2022-05-05T21:26:02-03:00,99.0,0.012562752,0,1021.50854,4.0,133.0,2027379.0,5809431.0,6101805.0,96.0,1.2545617,9.229648,2.7269957,-0.3359759,-0.087964594,0.061086524
2022-05-05T21:26:05-03:00,99.0,0.012722969,0,1021.53345,4.0,133.0,2097220.0,5783304.0,6038383.0,96.0,0.92176765,8.561666,3.5482068,0.4605924,0.21868975,-0.44593164
2022-05-05T21:26:08-03:00,99.0,0.012881279,0,1021.59424,24.0,133.0,2128428.0,5871585.0,6075817.0,97.0,3.265691,0.009576807,9.315839,0.065973446,-0.02321288,-0.017104227
2022-05-05T21:26:11-03:00,99.0,0.013044357,0,1021.5349,8.0,130.0,2190015.0,5858567.0,6125400.0,97.0,6.143522,-4.9440265,6.7731967,0.3494149,-0.17715092,-0.2761111
2022-05-05T21:26:14-03:00,99.0,0.013201714,0,1021.5303,4.0,130.0,2054220.0,5790224.0,6066604.0,97.0,5.1140146,7.9224133,3.25372,-0.04886922,-0.007330383,-0.030543262
2022-05-05T21:26:17-03:00,99.0,0.013361931,0,1021.6062,12.0,127.0,1915414.0,5829524.0,6044271.0,97.0,3.6727054,3.58412,8.506598,0.012217305,-0.012217305,0.010995574
2022-05-05T21:26:20-03:00,99.0,0.013521194,0,1021.56055,12.0,130.0,2013745.0,5835708.0,6056178.0,97.0,3.7205894,3.53863,8.437167,0.02443461,-0.013439035,-0.015882496
2022-05-05T21:26:23-03:00,99.0,0.013681412,0,1021.56055,12.0,131.0,2080943.0,5828370.0,6048844.0,97.0,3.7804444,3.821146,8.418014,-0.05375614,0.008552114,0.02443461
2022-05-05T21:26:26-03:00,99.0,0.013840675,0,1021.5696,12.0,132.0,2056217.0,5819551.0,6033942.0,97.0,3.3542767,3.3662477,8.3150625,0.35918877,-0.042760566,-0.112399206
2022-05-05T21:26:29-03:00,99.0,0.0140028,0,1021.5737,12.0,135.0,2005903.0,5815845.0,6032028.0,97.0,3.8714242,3.3207579,8.437167,-0.047647487,-0.002443461,0.009773844
2022-05-05T21:26:33-03:00,99.0,0.014163017,0,1021.5845,12.0,133.0,2049065.0,5791402.0,6024436.0,97.0,4.2161894,3.9145198,8.051701,-0.040317107,0.05497787,0.04153884
2022-05-05T21:26:36-03:00,99.0,0.014322281,0,1021.56885,20.0,135.0,2118714.0,5792602.0,6037317.0,97.0,3.9432502,1.685518,8.930372,-0.02443461,0.0012217305,-0.0012217305
2022-05-05T21:26:39-03:00,99.0,0.014485359,0,1021.593,20.0,135.0,2086257.0,5785096.0,6028676.0,97.0,3.8474822,1.6807296,8.937555,0.0061086523,-0.007330383,-0.0012217305
2022-05-05T21:26:42-03:00,99.0,0.0146484375,0,1021.57983,20.0,128.0,2046880.0,5787752.0,6022631.0,97.0,3.7732618,1.5993267,8.956709,0.013439035,-0.007330383,-0.004886922
2022-05-05T21:26:45-03:00,99.0,0.0148124695,0,1021.6018,20.0,121.0,2032354.0,5790416.0,6024858.0,97.0,3.8283286,1.6567876,9.01417,0.002443461,-0.002443461,-0.0061086523
2022-05-05T21:26:48-03:00,99.0,0.014975548,0,1021.6111,20.0,118.0,2051663.0,5798229.0,6030563.0,97.0,3.8402996,1.2258313,9.004593,-0.004886922,0.0012217305,0.0036651916
2022-05-05T21:26:51-03:00,99.0,0.015138626,0,1021.5928,24.0,118.0,2080164.0,5796781.0,6025469.0,97.0,3.8187518,1.2904748,9.011775,-0.008552114,0.010995574,-0.002443461
2022-05-05T21:26:54-03:00,99.0,0.015300751,0,1021.60254,24.0,122.0,2063446.0,5795982.0,6019911.0,97.0,3.8474822,1.3000516,9.02614,-0.008552114,0.0036651916,0.0012217305
2022-05-05T21:26:57-03:00,99.0,0.015463829,0,1021.58105,28.0,127.0,2045357.0,5799808.0,6017296.0,97.0,3.5769374,0.7637503,9.289502,0.1881465,-0.04886922,-0.007330383
2022-05-05T21:27:00-03:00,99.0,0.015624046,0,1021.6001,24.0,121.0,2042498.0,5812276.0,6024234.0,97.0,3.5936968,0.6727707,9.186552,-0.014660766,0.002443461,0.013439035
2022-05-05T21:27:03-03:00,99.0,0.015785217,0,1021.57715,24.0,119.0,2069400.0,5810623.0,6019735.0,97.0,3.6296098,0.49799395,9.200917,-0.0036651916,0.0036651916,0.012217305
2022-05-05T21:27:06-03:00,98.0,0.015950203,0,1021.5801,24.0,118.0,2048205.0,5812296.0,6020053.0,97.0,3.6343982,0.6751649,9.160215,-0.0036651916,0.0,0.0
2022-05-05T21:27:09-03:00,98.0,0.016097069,0,1021.58936,24.0,120.0,2056394.0,5816194.0,6025730.0,97.0,3.6846764,0.60094464,9.196129,0.013439035,-0.0036651916,-0.008552114
2022-05-05T21:27:12-03:00,98.0,0.016262054,0,1021.61694,24.0,115.0,2087321.0,5822383.0,6034803.0,97.0,3.5984852,0.641646,9.193734,0.004886922,-0.012217305,0.0061086523
2022-05-05T21:27:15-03:00,98.0,0.01642418,0,1021.61475,24.0,116.0,2127077.0,5817527.0,6026202.0,97.0,3.7349546,0.5434838,9.14585,0.019547688,-0.0061086523,-0.0036651916
2022-05-05T21:27:18-03:00,98.0,0.016587257,0,1021.58374,24.0,121.0,2078047.0,5813672.0,6019766.0,97.0,3.6727054,0.62488663,9.155427,-0.002443461,-0.0061086523,0.004886922
2022-05-05T21:27:21-03:00,98.0,0.016752243,0,1021.60864,24.0,126.0,2044141.0,5813922.0,6018170.0,97.0,3.6822822,0.60573304,9.14585,0.0036651916,-0.010995574,0.0036651916
2022-05-05T21:27:24-03:00,98.0,0.016916275,0,1021.60425,24.0,126.0,2053125.0,5815391.0,6016264.0,97.0,3.739743,0.5650316,9.188946,-0.0012217305,-0.010995574,0.007330383
2022-05-05T21:27:27-03:00,98.0,0.017079353,0,1021.5967,24.0,127.0,2059212.0,5810941.0,6008424.0,97.0,3.679888,0.5243302,9.150639,-0.0012217305,-0.002443461,0.0061086523
2022-05-05T21:27:30-03:00,98.0,0.017242432,0,1021.5896,24.0,127.0,2041948.0,5814753.0,6013611.0,97.0,3.7469256,0.5674258,9.153033,0.0012217305,-0.002443461,0.0012217305
2022-05-05T21:27:33-03:00,98.0,0.01740551,0,1021.59375,24.0,122.0,2089042.0,5810793.0,6008806.0,97.0,3.7972038,0.6967127,9.14585,0.02687807,-0.021991149,0.002443461
2022-05-05T21:27:36-03:00,98.0,0.017564774,0,1021.56665,8.0,124.0,2062795.0,5887619.0,6031786.0,97.0,6.2608376,2.2146366,7.465121,0.010995574,0.02687807,0.061086524
2022-05-05T21:27:39-03:00,98.0,0.017724037,0,1021.6958,12.0,125.0,2110176.0,5767515.0,5965682.0,97.0,4.024653,1.6807296,8.384495,-0.548557,0.6377433,0.55833083
2022-05-05T21:27:42-03:00,98.0,0.017878532,0,1021.6155,24.0,125.0,2112483.0,5786044.0,5967507.0,97.0,3.86903,0.6344634,9.141062,-0.0036651916,-0.004886922,-0.002443461
2022-05-05T21:27:45-03:00,98.0,0.018040657,0,1021.6162,24.0,120.0,2017193.0,5806943.0,5990886.0,97.0,3.8498764,0.641646,9.083601,0.019547688,-0.010995574,0.0
